sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
*;60;*;*;*;*;*;*;*
Male;56;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Male;53;White;Never-married;Higher education;North America;Non-Government;Technical;<=50K
Female;54;White;Widowed;Higher education;North America;Non-Government;Technical;<=50K
Male;64;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;64;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;54;White;Never-married;Secondary education;North America;Government;Other;<=50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;52;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Female;51;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;63;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;58;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;57;Black;Never-married;Higher education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Government;Technical;>50K
Male;56;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;57;Black;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;64;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
*;62;*;*;*;*;*;*;*
Female;51;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;55;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;>50K
Male;67;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Female;62;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Male;57;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;54;White;Separated;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;70;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;55;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;60;White;Never-married;Higher education;North America;Non-Government;Technical;<=50K
Male;64;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;56;Black;Divorced;Higher education;North America;Government;Other;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Male;53;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Female;58;White;Widowed;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;62;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;>50K
Female;54;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;74;White;Widowed;Higher education;North America;Government;Other;<=50K
*;52;*;*;*;*;*;*;*
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;79;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;67;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;80;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;63;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;59;White;Divorced;Higher education;North America;Government;Technical;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;63;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
*;52;*;*;*;*;*;*;*
Male;53;White;Married-civ-spouse;Primary education;North America;Non-Government;Other;<=50K
*;57;*;*;*;*;*;*;*
Female;58;White;Never-married;Secondary education;North America;Government;Other;<=50K
Female;55;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Female;59;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Female;84;White;Widowed;Secondary education;North America;Non-Government;Technical;<=50K
Male;59;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;57;Asian-Pac-Islander;Married-civ-spouse;Higher education;Asia;Non-Government;Technical;>50K
Female;54;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;66;White;Married-civ-spouse;Higher education;Europe;Non-Government;Technical;>50K
Male;76;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;56;White;Never-married;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;51;White;Never-married;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;57;White;Divorced;Higher education;North America;Government;Technical;>50K
*;52;*;*;*;*;*;*;*
Male;74;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;69;White;Widowed;Higher education;North America;Non-Government;Nontechnical;<=50K
*;62;*;*;*;*;*;*;*
Male;58;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;54;White;Never-married;Higher education;North America;Non-Government;Technical;<=50K
Male;63;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;79;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;58;White;Married-spouse-absent;Secondary education;North America;Non-Government;Other;<=50K
Male;59;White;Married-civ-spouse;Secondary education;Europe;Non-Government;Technical;<=50K
Male;51;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;61;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;51;White;Divorced;Higher education;North America;Non-Government;Nontechnical;>50K
Male;56;White;Never-married;Higher education;North America;Non-Government;Technical;<=50K
*;55;*;*;*;*;*;*;*
Female;51;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
*;60;*;*;*;*;*;*;*
*;52;*;*;*;*;*;*;*
Male;54;White;Married-civ-spouse;Higher education;Europe;Non-Government;Technical;>50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;54;Black;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;58;Black;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
Male;55;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;77;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;58;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;62;Black;Widowed;Secondary education;North America;Government;Other;<=50K
Male;57;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;56;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Government;Technical;>50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;60;White;Divorced;Higher education;North America;Government;Nontechnical;<=50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Male;60;White;Married-spouse-absent;Secondary education;North America;Non-Government;Technical;<=50K
Female;61;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;54;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;74;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Female;56;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
*;51;*;*;*;*;*;*;*
Male;62;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Male;59;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Male;51;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;56;Black;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;62;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;57;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;54;White;Never-married;Higher education;North America;Government;Technical;<=50K
Female;73;White;Widowed;Higher education;North America;Non-Government;Other;<=50K
Female;74;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
*;63;*;*;*;*;*;*;*
Male;52;White;Married-civ-spouse;Primary education;North America;Non-Government;Other;<=50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;69;Black;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Male;60;White;Married-civ-spouse;Primary education;North America;Non-Government;Other;<=50K
*;52;*;*;*;*;*;*;*
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;61;White;Married-civ-spouse;Higher education;North America;Government;Other;<=50K
Male;77;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
*;61;*;*;*;*;*;*;*
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
*;60;*;*;*;*;*;*;*
Male;54;White;Divorced;Secondary education;North America;Non-Government;Technical;>50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;69;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;71;White;Never-married;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;70;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;60;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
*;62;*;*;*;*;*;*;*
Female;64;White;Widowed;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;57;White;Widowed;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;64;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;58;White;Never-married;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;61;White;Widowed;Higher education;North America;Government;Technical;<=50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
